pH	C:NaCl	C:U	C:BC	T	Time	C/C0
6	1.00E-03	1.00E-05	0	25	192	0.9385
6	1.00E-03	1.00E-05	0	25	196	0.9295
6	1.00E-03	1.00E-05	0	25	200	0.929
6	1.00E-03	1.00E-05	0	25	204	0.93
6	1.00E-03	1.00E-05	0	25	208	0.94
6	1.00E-03	1.00E-05	0	25	212	0.9155
6	1.00E-03	1.00E-05	0	25	216	0.965
6	1.00E-03	1.00E-05	0	25	220	0.375
6	1.00E-03	1.00E-05	0	25	224	0.123
6	1.00E-03	1.00E-05	0	25	228	0.0055
6	1.00E-03	1.00E-05	0	25	232	0.058
6	1.00E-03	1.00E-05	0	25	236	0.0125
6	1.00E-03	1.00E-05	0	25	240	0.0575
6	3.00E-02	1.00E-05	0	25	4	0.03058
6	3.00E-02	1.00E-05	0	25	8	0.03112
6	3.00E-02	1.00E-05	0	25	12	0.022
6	3.00E-02	1.00E-05	0	25	16	0.00107
6	3.00E-02	1.00E-05	0	25	20	0.01502
6	3.00E-02	1.00E-05	0	25	24	0.13197
6	3.00E-02	1.00E-05	0	25	28	0.34067
6	3.00E-02	1.00E-05	0	25	32	0.40343
6	3.00E-02	1.00E-05	0	25	36	0.45172
6	3.00E-02	1.00E-05	0	25	40	0.4544
6	3.00E-02	1.00E-05	0	25	44	0.47693
6	3.00E-02	1.00E-05	0	25	48	0.46137
6	3.00E-02	1.00E-05	0	25	52	0.48069
6	3.00E-02	1.00E-05	0	25	56	0.50107
6	3.00E-02	1.00E-05	0	25	60	0.47961
6	3.00E-02	1.00E-05	0	25	64	0.5118
6	3.00E-02	1.00E-05	0	25	68	0.49249
6	3.00E-02	1.00E-05	0	25	72	0.52307
6	3.00E-02	1.00E-05	0	25	76	0.48015
6	3.00E-02	1.00E-05	0	25	80	0.50429
6	3.00E-02	1.00E-05	0	25	84	0.49195
6	3.00E-02	1.00E-05	0	25	88	0.52468
6	3.00E-02	1.00E-05	0	25	92	0.52146
6	3.00E-02	1.00E-05	0	25	96	0.49732
6	3.00E-02	1.00E-05	0	25	100	0.51556
6	3.00E-02	1.00E-05	0	25	104	0.49624
6	3.00E-02	1.00E-05	0	25	108	0.49785
6	3.00E-02	1.00E-05	0	25	112	0.5279
6	3.00E-02	1.00E-05	0	25	116	0.50644
6	3.00E-02	1.00E-05	0	25	120	0.51717
6	3.00E-02	1.00E-05	0	25	124	0.53916
6	3.00E-02	1.00E-05	0	25	128	0.50536
6	3.00E-02	1.00E-05	0	25	132	0.52951
6	3.00E-02	1.00E-05	0	25	136	0.53165
6	3.00E-02	1.00E-05	0	25	140	0.51395
6	3.00E-02	1.00E-05	0	25	144	0.49732
6	3.00E-02	1.00E-05	0	25	148	0.50536
6	3.00E-02	1.00E-05	0	25	152	0.5177
6	3.00E-02	1.00E-05	0	25	156	0.52414
6	3.00E-02	1.00E-05	0	25	160	0.53112
6	3.00E-02	1.00E-05	0	25	164	0.52414
6	3.00E-02	1.00E-05	0	25	168	0.5
6	3.00E-02	1.00E-05	0	25	172	0.52682
6	3.00E-02	1.00E-05	0	25	176	0.52897
6	3.00E-02	1.00E-05	0	25	180	0.51341
6	3.00E-02	1.00E-05	0	25	184	0.52521
6	3.00E-02	1.00E-05	0	25	188	0.51288
6	3.00E-02	1.00E-05	0	25	192	0.51985
6	3.00E-02	1.00E-05	0	25	196	0.50268
6	3.00E-02	1.00E-05	0	25	200	0.50429
6	3.00E-02	1.00E-05	0	25	204	0.51341
6	3.00E-02	1.00E-05	0	25	208	0.52575
6	3.00E-02	1.00E-05	0	25	212	0.52736
6	3.00E-02	1.00E-05	0	25	216	0.41363
6	3.00E-02	1.00E-05	0	25	220	0.11642
6	3.00E-02	1.00E-05	0	25	224	0.00161
6	3.00E-02	1.00E-05	0	25	228	0.01288
6	3.00E-02	1.00E-05	0	25	232	0.01824
6	3.00E-02	1.00E-05	0	25	236	0.00107
6	3.00E-02	1.00E-05	0	25	240	0.02039
6	3.00E-02	1.00E-05	0	25	4	0
6	3.00E-02	1.00E-05	0	25	8	0.02899
6	3.00E-02	1.00E-05	0	25	12	0.04348
6	3.00E-02	1.00E-05	0	25	16	0.07246
6	3.00E-02	1.00E-05	0	25	20	0.18841
6	3.00E-02	1.00E-05	0	25	24	0.33333
6	3.00E-02	1.00E-05	0	25	28	0.34783
6	3.00E-02	1.00E-05	0	25	32	0.4058
6	3.00E-02	1.00E-05	0	25	36	0.30435
6	3.00E-02	1.00E-05	0	25	40	0.42029
6	3.00E-02	1.00E-05	0	25	44	0.44928
6	3.00E-02	1.00E-05	0	25	48	0.3913
6	3.00E-02	1.00E-05	0	25	52	0.37681
6	3.00E-02	1.00E-05	0	25	56	0.42029
6	3.00E-02	1.00E-05	0	25	60	0.3913
6	3.00E-02	1.00E-05	0	25	64	0.4058
6	3.00E-02	1.00E-05	0	25	68	0.42029
6	3.00E-02	1.00E-05	0	25	72	0.42029
6	3.00E-02	1.00E-05	0	25	76	0.43478
6	3.00E-02	1.00E-05	0	25	80	0.3913
6	3.00E-02	1.00E-05	0	25	84	0.3913
6	3.00E-02	1.00E-05	0	25	88	0.42029
6	3.00E-02	1.00E-05	0	25	92	0.4058
6	3.00E-02	1.00E-05	0	25	96	0.4058
6	3.00E-02	1.00E-05	0	25	100	0.42029
6	3.00E-02	1.00E-05	0	25	104	0.42029
6	3.00E-02	1.00E-05	0	25	108	0.3913
6	3.00E-02	1.00E-05	0	25	112	0.4058
6	3.00E-02	1.00E-05	0	25	116	0.42029
6	3.00E-02	1.00E-05	0	25	120	0.3913
6	3.00E-02	1.00E-05	0	25	124	0.37681
6	3.00E-02	1.00E-05	0	25	128	0.42029
6	3.00E-02	1.00E-05	0	25	132	0.4058
6	3.00E-02	1.00E-05	0	25	136	0.4058
6	3.00E-02	1.00E-05	0	25	140	0.4058
6	3.00E-02	1.00E-05	0	25	144	0.42029
6	3.00E-02	1.00E-05	0	25	148	0.36232
6	3.00E-02	1.00E-05	0	25	152	0.4058
6	3.00E-02	1.00E-05	0	25	156	0.37681
6	3.00E-02	1.00E-05	0	25	160	0.3913
6	3.00E-02	1.00E-05	0	25	164	0.3913
6	3.00E-02	1.00E-05	0	25	168	0.42029
6	3.00E-02	1.00E-05	0	25	172	0.3913
6	3.00E-02	1.00E-05	0	25	176	0.42029
6	3.00E-02	1.00E-05	0	25	180	0.42029
6	3.00E-02	1.00E-05	0	25	184	0.4058
6	3.00E-02	1.00E-05	0	25	188	0.36232
6	3.00E-02	1.00E-05	0	25	192	0.42029
6	3.00E-02	1.00E-05	0	25	196	0.36232
6	3.00E-02	1.00E-05	0	25	200	0.4058
6	3.00E-02	1.00E-05	0	25	204	0.34783
6	3.00E-02	1.00E-05	0	25	208	0.26087
6	3.00E-02	1.00E-05	0	25	212	0.28986
6	3.00E-02	1.00E-05	0	25	216	0.21739
6	3.00E-02	1.00E-05	0	25	220	0.14493
6	3.00E-02	1.00E-05	0	25	224	0.10145
6	3.00E-02	1.00E-05	0	25	228	0.08696
6	3.00E-02	1.00E-05	0	25	232	0.04348
6	3.00E-02	1.00E-05	0	25	236	0
6	3.00E-02	1.00E-05	0	25	240	0.02899
6	3.00E-02	1.00E-05	0	25	4	0
6	3.00E-02	1.00E-05	0	25	8	0
6	3.00E-02	1.00E-05	0	25	12	0
6	3.00E-02	1.00E-05	0	25	16	0
6	3.00E-02	1.00E-05	0	25	20	0
6	3.00E-02	1.00E-05	0	25	24	0
6	3.00E-02	1.00E-05	0	25	28	0
6	3.00E-02	1.00E-05	0	25	32	0
6	3.00E-02	1.00E-05	0	25	36	0
6	3.00E-02	1.00E-05	0	25	40	0
6	3.00E-02	1.00E-05	0	25	44	0
6	3.00E-02	1.00E-05	0	25	48	0.00746
6	3.00E-02	1.00E-05	0	25	52	0.06343
6	3.00E-02	1.00E-05	0	25	56	0.13806
6	3.00E-02	1.00E-05	0	25	60	0.18284
6	3.00E-02	1.00E-05	0	25	64	0.23134
6	3.00E-02	1.00E-05	0	25	68	0.1791
6	3.00E-02	1.00E-05	0	25	72	0.22761
6	3.00E-02	1.00E-05	0	25	76	0.27985
6	3.00E-02	1.00E-05	0	25	80	0.35821
6	3.00E-02	1.00E-05	0	25	84	0.40672
6	3.00E-02	1.00E-05	0	25	88	0.41045
6	3.00E-02	1.00E-05	0	25	92	0.46269
6	3.00E-02	1.00E-05	0	25	96	0.50373
6	3.00E-02	1.00E-05	0	25	100	0.55224
6	3.00E-02	1.00E-05	0	25	104	0.50746
6	3.00E-02	1.00E-05	0	25	108	0.59328
6	3.00E-02	1.00E-05	0	25	112	0.59701
6	3.00E-02	1.00E-05	0	25	116	0.58582
6	3.00E-02	1.00E-05	0	25	120	0.64925
6	3.00E-02	1.00E-05	0	25	124	0.6306
6	3.00E-02	1.00E-05	0	25	128	0.66045
6	3.00E-02	1.00E-05	0	25	132	0.63433
6	3.00E-02	1.00E-05	0	25	136	0.62313
6	3.00E-02	1.00E-05	0	25	140	0.66791
6	3.00E-02	1.00E-05	0	25	144	0.64179
6	3.00E-02	1.00E-05	0	25	148	0.6791
6	3.00E-02	1.00E-05	0	25	152	0.66791
6	3.00E-02	1.00E-05	0	25	156	0.6903
6	3.00E-02	1.00E-05	0	25	160	0.72015
6	3.00E-02	1.00E-05	0	25	164	0.6791
6	3.00E-02	1.00E-05	0	25	168	0.72761
6	3.00E-02	1.00E-05	0	25	172	0.69776
6	3.00E-02	1.00E-05	0	25	176	0.67537
6	3.00E-02	1.00E-05	0	25	180	0.69403
6	3.00E-02	1.00E-05	0	25	184	0.70149
6	3.00E-02	1.00E-05	0	25	188	0.72388
6	3.00E-02	1.00E-05	0	25	192	0.68657
6	3.00E-02	1.00E-05	0	25	196	0.68657
6	3.00E-02	1.00E-05	0	25	200	0.72761
6	3.00E-02	1.00E-05	0	25	204	0.72388
6	3.00E-02	1.00E-05	0	25	208	0.67164
6	3.00E-02	1.00E-05	0	25	212	0.69776
6	3.00E-02	1.00E-05	0	25	216	0.70522
6	3.00E-02	1.00E-05	0	25	220	0.6903
6	3.00E-02	1.00E-05	0	25	224	0.5709
6	3.00E-02	1.00E-05	0	25	228	0.38433
6	3.00E-02	1.00E-05	0	25	232	0.3209
6	3.00E-02	1.00E-05	0	25	236	0.35821
6	3.00E-02	1.00E-05	0	25	240	0.27239
6	3.00E-02	1.00E-05	0	25	4	0
6	3.00E-02	1.00E-05	0	25	8	0.01111
6	3.00E-02	1.00E-05	0	25	12	0.01667
6	3.00E-02	1.00E-05	0	25	16	0.02111
6	3.00E-02	1.00E-05	0	25	20	0.20278
6	3.00E-02	1.00E-05	0	25	24	0.64611
6	3.00E-02	1.00E-05	0	25	28	0.72
6	3.00E-02	1.00E-05	0	25	32	0.72722
6	3.00E-02	1.00E-05	0	25	36	0.77889
6	3.00E-02	1.00E-05	0	25	40	0.82389
6	3.00E-02	1.00E-05	0	25	44	0.84833
6	3.00E-02	1.00E-05	0	25	48	0.89778
6	3.00E-02	1.00E-05	0	25	52	0.90889
6	3.00E-02	1.00E-05	0	25	56	0.91389
6	3.00E-02	1.00E-05	0	25	60	0.91667
6	3.00E-02	1.00E-05	0	25	64	0.93611
6	3.00E-02	1.00E-05	0	25	68	0.94222
6	3.00E-02	1.00E-05	0	25	72	0.90889
6	3.00E-02	1.00E-05	0	25	76	0.95778
6	3.00E-02	1.00E-05	0	25	80	0.90167
6	3.00E-02	1.00E-05	0	25	84	0.97389
6	3.00E-02	1.00E-05	0	25	88	0.95111
6	3.00E-02	1.00E-05	0	25	92	0.97778
6	3.00E-02	1.00E-05	0	25	96	0.965
6	3.00E-02	1.00E-05	0	25	100	0.985
6	3.00E-02	1.00E-05	0	25	104	0.99889
6	3.00E-02	1.00E-05	0	25	108	0.97333
6	3.00E-02	1.00E-05	0	25	112	0.97833
6	3.00E-02	1.00E-05	0	25	116	0.99333
6	3.00E-02	1.00E-05	0	25	120	0.95722
6	3.00E-02	1.00E-05	0	25	124	0.98
6	3.00E-02	1.00E-05	0	25	128	0.98222
6	3.00E-02	1.00E-05	0	25	132	0.97278
6	3.00E-02	1.00E-05	0	25	136	0.94278
6	3.00E-02	1.00E-05	0	25	140	0.90444
6	3.00E-02	1.00E-05	0	25	144	0.95833
6	3.00E-02	1.00E-05	0	25	148	0.96833
6	3.00E-02	1.00E-05	0	25	152	0.98556
6	3.00E-02	1.00E-05	0	25	156	0.94722
6	3.00E-02	1.00E-05	0	25	160	0.95111
6	3.00E-02	1.00E-05	0	25	164	0.98889
6	3.00E-02	1.00E-05	0	25	168	0.92444
6	3.00E-02	1.00E-05	0	25	172	0.94444
6	3.00E-02	1.00E-05	0	25	176	0.94278
6	3.00E-02	1.00E-05	0	25	180	0.95778
6	3.00E-02	1.00E-05	0	25	184	0.94889
6	3.00E-02	1.00E-05	0	25	188	0.94444
6	3.00E-02	1.00E-05	0	25	192	1.01222
6	3.00E-02	1.00E-05	0	25	196	1.00833
6	3.00E-02	1.00E-05	0	25	200	1.01167
6	3.00E-02	1.00E-05	0	25	204	1.00278
6	3.00E-02	1.00E-05	0	25	208	0.96944
6	3.00E-02	1.00E-05	0	25	212	0.95833
6	3.00E-02	1.00E-05	0	25	216	0.90611
6	3.00E-02	1.00E-05	0	25	220	0.42222
6	3.00E-02	1.00E-05	0	25	224	0.14722
6	3.00E-02	1.00E-05	0	25	228	0.08833
6	3.00E-02	1.00E-05	0	25	232	0.03111
6	3.00E-02	1.00E-05	0	25	236	0.02222
6	3.00E-02	1.00E-05	0	25	240	0
3.5	1.00E-03	1.00E-05	0	25	4	0.02646
3.5	1.00E-03	1.00E-05	0	25	8	0.0157
3.5	1.00E-03	1.00E-05	0	25	12	0.00583
3.5	1.00E-03	1.00E-05	0	25	16	-8.97E-04
3.5	1.00E-03	1.00E-05	0	25	20	0.0435
3.5	1.00E-03	1.00E-05	0	25	24	0.19955
3.5	1.00E-03	1.00E-05	0	25	28	0.26233
3.5	1.00E-03	1.00E-05	0	25	32	0.33677
3.5	1.00E-03	1.00E-05	0	25	36	0.39507
3.5	1.00E-03	1.00E-05	0	25	40	0.46233
3.5	1.00E-03	1.00E-05	0	25	44	0.46368
3.5	1.00E-03	1.00E-05	0	25	48	0.52242
3.5	1.00E-03	1.00E-05	0	25	52	0.54439
3.5	1.00E-03	1.00E-05	0	25	56	0.57175
3.5	1.00E-03	1.00E-05	0	25	60	0.57848
3.5	1.00E-03	1.00E-05	0	25	64	0.59417
3.5	1.00E-03	1.00E-05	0	25	68	0.63184
3.5	1.00E-03	1.00E-05	0	25	72	0.64081
3.5	1.00E-03	1.00E-05	0	25	76	0.60135
3.5	1.00E-03	1.00E-05	0	25	80	0.63498
3.5	1.00E-03	1.00E-05	0	25	84	0.65516
3.5	1.00E-03	1.00E-05	0	25	88	0.70404
3.5	1.00E-03	1.00E-05	0	25	92	0.67354
3.5	1.00E-03	1.00E-05	0	25	96	0.68655
3.5	1.00E-03	1.00E-05	0	25	100	0.66996
3.5	1.00E-03	1.00E-05	0	25	104	0.63498
3.5	1.00E-03	1.00E-05	0	25	108	0.72108
3.5	1.00E-03	1.00E-05	0	25	112	0.69731
3.5	1.00E-03	1.00E-05	0	25	116	0.73184
3.5	1.00E-03	1.00E-05	0	25	120	0.70583
3.5	1.00E-03	1.00E-05	0	25	124	0.68161
3.5	1.00E-03	1.00E-05	0	25	128	0.68296
3.5	1.00E-03	1.00E-05	0	25	132	0.74798
3.5	1.00E-03	1.00E-05	0	25	136	0.65157
3.5	1.00E-03	1.00E-05	0	25	140	0.72466
3.5	1.00E-03	1.00E-05	0	25	144	0.6713
3.5	1.00E-03	1.00E-05	0	25	148	0.6852
3.5	1.00E-03	1.00E-05	0	25	152	0.75605
3.5	1.00E-03	1.00E-05	0	25	156	0.69148
3.5	1.00E-03	1.00E-05	0	25	160	0.67713
3.5	1.00E-03	1.00E-05	0	25	164	0.70314
3.5	1.00E-03	1.00E-05	0	25	168	0.69596
3.5	1.00E-03	1.00E-05	0	25	172	0.73677
3.5	1.00E-03	1.00E-05	0	25	176	0.68834
3.5	1.00E-03	1.00E-05	0	25	180	0.66861
3.5	1.00E-03	1.00E-05	0	25	184	0.7139
3.5	1.00E-03	1.00E-05	0	25	188	0.65605
3.5	1.00E-03	1.00E-05	0	25	192	0.61256
3.5	1.00E-03	1.00E-05	0	25	196	0.7157
3.5	1.00E-03	1.00E-05	0	25	200	0.66502
3.5	1.00E-03	1.00E-05	0	25	204	0.68206
3.5	1.00E-03	1.00E-05	0	25	208	0.70179
3.5	1.00E-03	1.00E-05	0	25	212	0.65964
3.5	1.00E-03	1.00E-05	0	25	216	0.64978
3.5	1.00E-03	1.00E-05	0	25	220	0.47444
3.5	1.00E-03	1.00E-05	0	25	224	0.1417
3.5	1.00E-03	1.00E-05	0	25	228	0.113
3.5	1.00E-03	1.00E-05	0	25	232	0.03184
3.5	1.00E-03	1.00E-05	0	25	236	0.09417
3.5	1.00E-03	1.00E-05	0	25	240	0.00807
4.5	1.00E-03	1.00E-05	0	25	4	0.00632
4.5	1.00E-03	1.00E-05	0	25	8	0.01158
4.5	1.00E-03	1.00E-05	0	25	12	0.11947
4.5	1.00E-03	1.00E-05	0	25	16	0.08474
4.5	1.00E-03	1.00E-05	0	25	20	0.08263
4.5	1.00E-03	1.00E-05	0	25	24	0.41632
4.5	1.00E-03	1.00E-05	0	25	28	0.48737
4.5	1.00E-03	1.00E-05	0	25	32	0.57211
4.5	1.00E-03	1.00E-05	0	25	36	0.57632
4.5	1.00E-03	1.00E-05	0	25	40	0.58789
4.5	1.00E-03	1.00E-05	0	25	44	0.67526
4.5	1.00E-03	1.00E-05	0	25	48	0.72474
4.5	1.00E-03	1.00E-05	0	25	52	0.70105
4.5	1.00E-03	1.00E-05	0	25	56	0.72316
4.5	1.00E-03	1.00E-05	0	25	60	0.71
4.5	1.00E-03	1.00E-05	0	25	64	0.71053
4.5	1.00E-03	1.00E-05	0	25	68	0.75579
4.5	1.00E-03	1.00E-05	0	25	72	0.71632
4.5	1.00E-03	1.00E-05	0	25	76	0.76368
4.5	1.00E-03	1.00E-05	0	25	80	0.72158
4.5	1.00E-03	1.00E-05	0	25	84	0.80316
4.5	1.00E-03	1.00E-05	0	25	88	0.75211
4.5	1.00E-03	1.00E-05	0	25	92	0.79474
4.5	1.00E-03	1.00E-05	0	25	96	0.76684
4.5	1.00E-03	1.00E-05	0	25	100	0.76737
4.5	1.00E-03	1.00E-05	0	25	104	0.75474
4.5	1.00E-03	1.00E-05	0	25	108	0.75474
4.5	1.00E-03	1.00E-05	0	25	112	0.75211
4.5	1.00E-03	1.00E-05	0	25	116	0.77842
4.5	1.00E-03	1.00E-05	0	25	120	0.80526
4.5	1.00E-03	1.00E-05	0	25	124	0.80053
4.5	1.00E-03	1.00E-05	0	25	128	0.75632
4.5	1.00E-03	1.00E-05	0	25	132	0.84368
4.5	1.00E-03	1.00E-05	0	25	136	0.84316
4.5	1.00E-03	1.00E-05	0	25	140	0.80684
4.5	1.00E-03	1.00E-05	0	25	144	0.84842
4.5	1.00E-03	1.00E-05	0	25	148	0.83895
4.5	1.00E-03	1.00E-05	0	25	152	0.79053
4.5	1.00E-03	1.00E-05	0	25	156	0.82474
4.5	1.00E-03	1.00E-05	0	25	160	0.80316
4.5	1.00E-03	1.00E-05	0	25	164	0.79947
4.5	1.00E-03	1.00E-05	0	25	168	0.76789
4.5	1.00E-03	1.00E-05	0	25	172	0.78053
4.5	1.00E-03	1.00E-05	0	25	176	0.80105
4.5	1.00E-03	1.00E-05	0	25	180	0.76474
4.5	1.00E-03	1.00E-05	0	25	184	0.82053
4.5	1.00E-03	1.00E-05	0	25	188	0.82
4.5	1.00E-03	1.00E-05	0	25	192	0.84526
4.5	1.00E-03	1.00E-05	0	25	196	0.80842
4.5	1.00E-03	1.00E-05	0	25	200	0.78263
4.5	1.00E-03	1.00E-05	0	25	204	0.80421
4.5	1.00E-03	1.00E-05	0	25	208	0.78895
4.5	1.00E-03	1.00E-05	0	25	212	0.79474
4.5	1.00E-03	1.00E-05	0	25	216	0.59684
4.5	1.00E-03	1.00E-05	0	25	220	0.27105
4.5	1.00E-03	1.00E-05	0	25	224	0.14632
4.5	1.00E-03	1.00E-05	0	25	228	0.07842
4.5	1.00E-03	1.00E-05	0	25	232	0.04158
4.5	1.00E-03	1.00E-05	0	25	236	0.09
4.5	1.00E-03	1.00E-05	0	25	240	0.02368
6.5	1.00E-03	1.00E-05	0	25	4	0
6.5	1.00E-03	1.00E-05	0	25	8	0.01111
6.5	1.00E-03	1.00E-05	0	25	12	0.01667
6.5	1.00E-03	1.00E-05	0	25	16	0.02111
6.5	1.00E-03	1.00E-05	0	25	20	0.20278
6.5	1.00E-03	1.00E-05	0	25	24	0.64611
6.5	1.00E-03	1.00E-05	0	25	28	0.72
6.5	1.00E-03	1.00E-05	0	25	32	0.72722
6.5	1.00E-03	1.00E-05	0	25	36	0.77889
6.5	1.00E-03	1.00E-05	0	25	40	0.82389
6.5	1.00E-03	1.00E-05	0	25	44	0.84833
6.5	1.00E-03	1.00E-05	0	25	48	0.89778
6.5	1.00E-03	1.00E-05	0	25	52	0.90889
6.5	1.00E-03	1.00E-05	0	25	56	0.91389
6.5	1.00E-03	1.00E-05	0	25	60	0.91667
6.5	1.00E-03	1.00E-05	0	25	64	0.93611
6.5	1.00E-03	1.00E-05	0	25	68	0.94222
6.5	1.00E-03	1.00E-05	0	25	72	0.90889
6.5	1.00E-03	1.00E-05	0	25	76	0.95778
6.5	1.00E-03	1.00E-05	0	25	80	0.90167
6.5	1.00E-03	1.00E-05	0	25	84	0.97389
6.5	1.00E-03	1.00E-05	0	25	88	0.95111
6.5	1.00E-03	1.00E-05	0	25	92	0.97778
6.5	1.00E-03	1.00E-05	0	25	96	0.965
6.5	1.00E-03	1.00E-05	0	25	100	0.985
6.5	1.00E-03	1.00E-05	0	25	104	0.99889
6.5	1.00E-03	1.00E-05	0	25	108	0.97333
6.5	1.00E-03	1.00E-05	0	25	112	0.97833
6.5	1.00E-03	1.00E-05	0	25	116	0.99333
6.5	1.00E-03	1.00E-05	0	25	120	0.95722
6.5	1.00E-03	1.00E-05	0	25	124	0.98
6.5	1.00E-03	1.00E-05	0	25	128	0.98222
6.5	1.00E-03	1.00E-05	0	25	132	0.97278
6.5	1.00E-03	1.00E-05	0	25	136	0.94278
6.5	1.00E-03	1.00E-05	0	25	140	0.90444
6.5	1.00E-03	1.00E-05	0	25	144	0.95833
6.5	1.00E-03	1.00E-05	0	25	148	0.96833
6.5	1.00E-03	1.00E-05	0	25	152	0.98556
6.5	1.00E-03	1.00E-05	0	25	156	0.94722
6.5	1.00E-03	1.00E-05	0	25	160	0.95111
6.5	1.00E-03	1.00E-05	0	25	164	0.98889
6.5	1.00E-03	1.00E-05	0	25	168	0.92444
6.5	1.00E-03	1.00E-05	0	25	172	0.94444
6.5	1.00E-03	1.00E-05	0	25	176	0.94278
6.5	1.00E-03	1.00E-05	0	25	180	0.95778
6.5	1.00E-03	1.00E-05	0	25	184	0.94889
6.5	1.00E-03	1.00E-05	0	25	188	0.94444
6.5	1.00E-03	1.00E-05	0	25	192	1.01222
6.5	1.00E-03	1.00E-05	0	25	196	1.00833
6.5	1.00E-03	1.00E-05	0	25	200	1.01167
6.5	1.00E-03	1.00E-05	0	25	204	1.00278
6.5	1.00E-03	1.00E-05	0	25	208	0.96944
6.5	1.00E-03	1.00E-05	0	25	212	0.95833
6.5	1.00E-03	1.00E-05	0	25	216	0.90611
6.5	1.00E-03	1.00E-05	0	25	220	0.42222
6.5	1.00E-03	1.00E-05	0	25	224	0.14722
6.5	1.00E-03	1.00E-05	0	25	228	0.08833
6.5	1.00E-03	1.00E-05	0	25	232	0.03111
6.5	1.00E-03	1.00E-05	0	25	236	0.02222
6.5	1.00E-03	1.00E-05	0	25	240	0
6	1.00E-03	1.00E-05	0	25	4	0.0635
6	1.00E-03	1.00E-05	0	25	8	0.056
6	1.00E-03	1.00E-05	0	25	12	0.0455
6	1.00E-03	1.00E-05	0	25	16	0.0275
6	1.00E-03	1.00E-05	0	25	20	0.0505
6	1.00E-03	1.00E-05	0	25	24	0.4745
6	1.00E-03	1.00E-05	0	25	28	0.8165
6	1.00E-03	1.00E-05	0	25	32	0.897
6	1.00E-03	1.00E-05	0	25	36	0.961
6	1.00E-03	1.00E-05	0	25	40	0.9505
6	1.00E-03	1.00E-05	0	25	44	0.918
6	1.00E-03	1.00E-05	0	25	48	0.949
6	1.00E-03	1.00E-05	0	25	52	0.9805
6	1.00E-03	1.00E-05	0	25	56	0.9545
6	1.00E-03	1.00E-05	0	25	60	0.937
6	1.00E-03	1.00E-05	0	25	64	0.933
6	1.00E-03	1.00E-05	0	25	68	0.988
6	1.00E-03	1.00E-05	0	25	72	0.9385
6	1.00E-03	1.00E-05	0	25	76	0.9565
6	1.00E-03	1.00E-05	0	25	80	0.971
6	1.00E-03	1.00E-05	0	25	84	0.944
6	1.00E-03	1.00E-05	0	25	88	0.948
6	1.00E-03	1.00E-05	0	25	92	0.9425
6	1.00E-03	1.00E-05	0	25	96	0.9665
6	1.00E-03	1.00E-05	0	25	100	0.9605
6	1.00E-03	1.00E-05	0	25	104	0.952
6	1.00E-03	1.00E-05	0	25	108	0.983
6	1.00E-03	1.00E-05	0	25	112	0.991
6	1.00E-03	1.00E-05	0	25	116	0.9535
6	1.00E-03	1.00E-05	0	25	120	0.977
6	1.00E-03	1.00E-05	0	25	124	1.0045
6	1.00E-03	1.00E-05	0	25	128	0.9615
6	1.00E-03	1.00E-05	0	25	132	0.9885
6	1.00E-03	1.00E-05	0	25	136	0.9395
6	1.00E-03	1.00E-05	0	25	140	0.9855
6	1.00E-03	1.00E-05	0	25	144	0.999
6	1.00E-03	1.00E-05	0	25	148	0.9145
6	1.00E-03	1.00E-05	0	25	152	0.9405
6	1.00E-03	1.00E-05	0	25	156	0.9655
6	1.00E-03	1.00E-05	0	25	160	0.9615
6	1.00E-03	1.00E-05	0	25	164	0.913
6	1.00E-03	1.00E-05	0	25	168	0.921
6	1.00E-03	1.00E-05	0	25	172	0.967
6	1.00E-03	1.00E-05	0	25	176	0.9975
6	1.00E-03	1.00E-05	0	25	180	0.9205
6	1.00E-03	1.00E-05	0	25	184	0.9465
6	1.00E-03	1.00E-05	0	25	188	0.97
6	1.00E-03	1.00E-05	0	25	192	0.9385
6	1.00E-03	1.00E-05	0	25	196	0.9295
6	1.00E-03	1.00E-05	0	25	200	0.929
6	1.00E-03	1.00E-05	0	25	204	0.93
6	1.00E-03	1.00E-05	0	25	208	0.94
6	1.00E-03	1.00E-05	0	25	212	0.9155
6	1.00E-03	1.00E-05	0	25	216	0.965
6	1.00E-03	1.00E-05	0	25	220	0.375
6	1.00E-03	1.00E-05	0	25	224	0.123
6	1.00E-03	1.00E-05	0	25	228	0.0055
6	1.00E-03	1.00E-05	0	25	232	0.058
6	1.00E-03	1.00E-05	0	25	236	0.0125
6	1.00E-03	1.00E-05	0	25	240	0.0575
6	3.00E-02	1.00E-05	0	25	4	0
6	3.00E-02	1.00E-05	0	25	8	0.01111
6	3.00E-02	1.00E-05	0	25	12	0.01667
6	3.00E-02	1.00E-05	0	25	16	0.02111
6	3.00E-02	1.00E-05	0	25	20	0.20278
6	3.00E-02	1.00E-05	0	25	24	0.64611
6	3.00E-02	1.00E-05	0	25	28	0.72
6	3.00E-02	1.00E-05	0	25	32	0.72722
6	3.00E-02	1.00E-05	0	25	36	0.77889
6	3.00E-02	1.00E-05	0	25	40	0.82389
6	3.00E-02	1.00E-05	0	25	44	0.84833
6	3.00E-02	1.00E-05	0	25	48	0.89778
6	3.00E-02	1.00E-05	0	25	52	0.90889
6	3.00E-02	1.00E-05	0	25	56	0.91389
